cust_id,pred_prob
1,0.01439159
2,0.00396039
3,0.00164038
4,0.01939706
5,0.00659515
6,0.00510149
7,0.0039248
8,0.1112412
9,0.07675706
10,0.00301298
11,0.01834149
12,0.01161014
13,0.04595553
14,0.00556024
15,0.01142015
16,0.0223764
17,0.10784691
18,0.01460488
19,0.04095034
20,0.08925044
21,0.15730393
22,0.00075223
23,0.02184841
24,0.07933276
25,0.01520663
26,0.0438086
27,0.01374673
28,0.01191215
29,0.07512748
30,0.00549224
31,0.00582551
32,0.01763947
33,0.11222585
34,0.00861461
35,0.01750877
36,0.06361289
37,0.00904791
38,0.00705116
39,0.01566425
40,0.00706216
41,0.02564183
42,0.00371566
43,0.00318754
44,0.0183652
45,0.0041289
46,0.0060872
47,0.01784957
48,0.00795509
49,0.01749224
50,0.08517704
51,0.08241074
52,0.00273328
53,0.14675198
54,0.02674371
55,0.02601321
56,0.08141235
57,0.00191949
58,0.0070069
59,0.02870716
60,0.05605815
61,0.00331666
62,0.0058766
63,0.05751049
64,0.00445601
65,0.02522976
66,0.01591738
67,0.04455747
68,0.05221255
69,0.00057347
70,0.03655668
71,0.05425933
72,0.02875605
73,0.09044165
74,0.00319302
75,0.00848711
76,0.01021663
77,0.01364315
78,0.07097592
79,0.01617901
80,0.05693391
81,0.01143172
82,0.0045064
83,0.06773765
84,0.19566435
85,0.04681375
86,0.01896203
87,0.12031254
88,0.09381128
89,0.0418876
90,0.02714759
91,0.00584151
92,0.17423879
93,0.02733962
94,0.05885099
95,0.00352681
96,0.03549859
97,0.00072583
98,0.05991515
99,0.00878396
100,0.04987998
101,0.06613849
102,0.00326983
103,0.00496913
104,0.06080882
105,0.00282536
106,0.00576231
107,0.00221249
108,0.01096234
109,0.02360525
110,0.01630962
111,0.01054172
112,0.05692759
113,0.0043942
114,0.01061937
115,0.00381651
116,0.03427443
117,0.00482837
118,0.00144607
119,0.06205554
120,0.00327451
121,0.01504567
122,0.04359978
123,0.00473744
124,0.00479
125,0.0103557
126,0.01557614
127,0.04842705
128,0.00563874
129,0.08002187
130,0.03973101
131,0.0143532
132,0.01699216
133,0.08931003
134,0.0216033
135,0.07982428
136,0.0279104
137,0.10390978
138,0.06300371
139,0.00323372
140,0.05535277
141,0.06704083
142,0.00191796
143,0.0105649
144,0.00680124
145,0.02869216
146,0.00812792
147,0.00704987
148,0.00412004
149,0.00178347
150,0.0459702
151,0.04742895
152,0.04508857
153,0.02547486
154,0.02064176
155,0.0214015
156,0.09159212
157,0.1107979
158,0.07415802
159,0.01581529
160,0.02585952
161,0.07826007
162,0.04671308
163,0.00626759
164,0.01650294
165,0.03603969
166,0.01097945
167,0.01218056
168,0.03693832
169,0.11799826
170,0.038176
171,0.01009447
172,0.00715076
173,0.07958587
174,0.01919682
175,0.0389474
176,0.01307315
177,0.004208
178,0.01667067
179,0.00693749
180,0.01176197
181,0.06561121
182,0.03143976
183,0.0567764
184,0.00386096
185,0.0462218
186,0.05356163
187,0.00130359
188,0.01540811
189,0.04525474
190,0.01994921
191,0.03384519
192,0.00058165
193,0.00366513
194,0.06070974
195,0.01715084
196,0.00477776
197,0.08864617
198,0.01288958
199,0.00148866
200,0.03738186
201,0.00299487
202,0.05923932
203,0.0108585
204,0.02111727
205,0.01501179
206,0.02025157
207,0.01520209
208,0.05611573
209,0.00630834
210,0.05127293
211,0.00880354
212,0.05397283
213,0.01185789
214,0.01487936
215,0.03769243
216,0.02203514
217,0.08853798
218,0.0217482
219,0.05010012
220,0.0048688
221,0.14097817
222,0.00123541
223,0.06812828
224,0.06132488
225,0.0721377
226,0.00472549
227,0.00245245
228,0.03277795
229,0.02230128
230,0.00590604
231,0.01200167
232,0.00131713
233,0.00080007
234,0.0075293
235,0.01241981
236,0.02449942
237,0.01638495
238,0.00351713
239,0.00939516
240,0.11753078
241,0.05542472
242,0.0150664
243,0.0307945
244,0.02409763
245,0.02272452
246,0.03625963
247,0.0073786
248,0.00991646
249,0.00505555
250,0.00922288
251,0.08768293
252,0.01830091
253,0.00736435
254,0.02267068
255,0.0025606
256,0.00166701
257,0.01299512
258,0.05532047
259,0.03915418
260,0.00181932
261,0.00454804
262,0.01148094
263,0.10223899
264,0.00709263
265,0.0082419
266,0.00196805
267,0.00565736
268,0.01735921
269,0.00516387
270,0.01621488
271,0.00493925
272,0.00349377
273,0.00246984
274,0.00114716
275,0.00496866
276,0.09624335
277,0.03281476
278,0.01658646
279,0.00248374
280,0.09745829
281,0.03914037
282,0.0064745
283,0.00493593
284,0.00651773
285,0.01778442
286,0.08342761
287,0.01202349
288,0.07924519
289,0.02407541
290,0.00634108
291,0.00264236
292,0.02092486
293,0.01092541
294,0.0136415
295,0.01286854
296,0.11174929
297,0.02678142
298,0.02539297
299,0.05597456
300,0.03259576
301,0.00241977
302,0.00275755
303,0.08231127
304,0.01633087
305,0.04760412
